id;cpgu_order;related_order
249788847;6939036;6939035
249788945;6939037;6939035
249817682;6939361;6939432
249812068;6939361;6939391
249812067;6939391;6939361
249817683;6939432;6939361
249820081;6939487;6939515
249820080;6939515;6939487
249823817;6939546;6939573
249828237;6939546;6939607
249822960;6939554;6929766
249823816;6939573;6939546
249824847;6939590;6929766
249828238;6939607;6939546
249861060;6939609;6940192
254987004;6939647;7047729
249837698;6939659;6939758
249837699;6939758;6939659
249841046;6939792;6939880
249847209;6939855;6940004
249841045;6939880;6939792
250248298;6939976;6948010
249847208;6940004;6939855
249868362;6940019;6940423
250248395;6940099;6948010
249881538;6940171;6940503
249861061;6940192;6939609
249861184;6940195;6940281
249861183;6940281;6940195
249868361;6940423;6940019
249871520;6940424;6940488
249948065;6940476;6941902
250136383;6940476;6944059
250136020;6940476;6944235
250135948;6940476;6944428
249948198;6940476;6942027
250136298;6940476;6945227
249871519;6940488;6940424
249874002;6940488;6940529
249881539;6940503;6940171
249874001;6940529;6940488
249874238;6940529;6940533
249874237;6940533;6940529
249898617;6940897;6941015
249898616;6941015;6940897
249904632;6941144;6941157
249904631;6941157;6941144
249906095;6941181;6941193
249906094;6941193;6941181
249920096;6941207;6941470
249920095;6941470;6941207
249938013;6941736;6941883
249938014;6941883;6941736
249948066;6941902;6940476
249945595;6941950;6942038
249948199;6942027;6940476
249947797;6942038;6942076
249945594;6942038;6941950
249949315;6942076;6942115
249947796;6942076;6942038
249957552;6942077;6942302
249949867;6942109;6942125
249950847;6942115;6942147
249949314;6942115;6942076
249949866;6942125;6942109
249950846;6942147;6942115
249952507;6942147;6942192
249951644;6942155;6942167
249953618;6942155;6942211
250067424;6942159;6943052
250067162;6942159;6942193
249951643;6942167;6942155
249952506;6942192;6942147
250067163;6942193;6942159
249953617;6942211;6942155
249957818;6942216;6942278
249955250;6942225;6942245
249955249;6942245;6942225
249957819;6942278;6942216
249957551;6942302;6942077
249963186;6942389;6942411
249964854;6942389;6942461
249961883;6942391;6942404
249962417;6942404;6942417
249961882;6942404;6942391
249963187;6942411;6942389
249962416;6942417;6942404
249966249;6942443;6942496
249964855;6942461;6942389
249966250;6942496;6942443
249978994;6942498;6942770
249985089;6942509;6942868
249978632;6942756;6942762
249983197;6942758;6942850
249979261;6942759;6942776
249979697;6942762;6942784
249978631;6942762;6942756
249978993;6942770;6942498
249979260;6942776;6942759
249979696;6942784;6942762
249983196;6942850;6942758
249985088;6942868;6942509
250042804;6942965;6944092
250067425;6943052;6942159
250000861;6943135;6943162
250001110;6943135;6943218
250000862;6943162;6943135
250001111;6943218;6943135
250102722;6943467;6945286
250022443;6943643;6943657
250022442;6943657;6943643
250022802;6943657;6943665
250022801;6943665;6943657
250037032;6943775;6943988
250037031;6943988;6943775
250044290;6943988;6944129
250039009;6944022;6934295
250136384;6944059;6940476
250042803;6944092;6942965
250044289;6944129;6943988
250051193;6944129;6944280
250136021;6944235;6940476
250102995;6944235;6945227
250060428;6944244;6944455
250051192;6944280;6944129
250135949;6944428;6940476
250060427;6944455;6944244
250070284;6944602;6944632
250071580;6944606;6944662
250070283;6944632;6944602
250072284;6944662;6944678
250071579;6944662;6944606
250072283;6944678;6944662
250073627;6944678;6944709
250073626;6944709;6944678
250082803;6944710;6944881
250119313;6944857;6945581
250082804;6944881;6944710
250098562;6944901;6945204
250094917;6945085;6945127
250094916;6945127;6945085
250102022;6945127;6945215
250098561;6945204;6944901
250109520;6945204;6945409
250102023;6945215;6945127
250109852;6945220;6945412
250111377;6945220;6945429
250102996;6945227;6944235
250136299;6945227;6940476
250102721;6945286;6943467
250112994;6945378;6945473
250116298;6945409;6945528
250109519;6945409;6945204
250109851;6945412;6945220
250111376;6945429;6945220
250118425;6945473;6945573
250120300;6945473;6945617
250112993;6945473;6945378
250115910;6945473;6945520
250115909;6945520;6945473
250124459;6945520;6945706
250127105;6945520;6945743
250121780;6945528;6945649
250116297;6945528;6945409
250118424;6945573;6945473
250119312;6945581;6944857
250120299;6945617;6945473
250124182;6945644;6945703
250122371;6945644;6945659
250123151;6945644;6945678
250121779;6945649;6945528
250122370;6945659;6945644
250123150;6945678;6945644
250124181;6945703;6945644
250124458;6945706;6945520
250127104;6945743;6945520
250136309;6945790;6945933
250136310;6945933;6945790
250147127;6946186;6946203
250147128;6946203;6946186
250152617;6946226;6946305
250152618;6946305;6946226
250156133;6946339;6946407
250156132;6946407;6946339
250156240;6946407;6946409
250156239;6946409;6946407
250186377;6946715;6946763
250186376;6946763;6946715
250203716;6946874;6947120
250213341;6947037;6947332
250203717;6947120;6946874
250208777;6947149;6947239
250207431;6947157;6947212
250209515;6947157;6947256
250423648;6947182;6952329
250415154;6947182;6951957
250363494;6947182;6950793
250389697;6947182;6951485
250207430;6947212;6947157
250208776;6947239;6947149
250209514;6947256;6947157
250210445;6947276;6905661
250218355;6947281;6947462
250218947;6947296;6947476
250214568;6947296;6947371
250213340;6947332;6947037
250428761;6947352;6952427
250235524;6947352;6947767
250347646;6947352;6950525
250258649;6947352;6948445
250214567;6947371;6947296
250229042;6947423;6947730
250218354;6947462;6947281
250218946;6947476;6947296
250219082;6947481;6768574
250251583;6947523;6948257
250228700;6947533;6947720
250261120;6947533;6948234
250222247;6947553;6768574
250227331;6947668;6947682
250228665;6947682;6947719
250227330;6947682;6947668
250228664;6947719;6947682
250230058;6947719;6947758
250228699;6947720;6947533
250229041;6947730;6947423
250230057;6947758;6947719
250235525;6947767;6947352
250268288;6947872;6948670
250237965;6947895;6947949
250237964;6947949;6947895
250238284;6947949;6947959
250251249;6947958;6948257
250238283;6947959;6947949
250240324;6948007;6718996
250248297;6948010;6939976
250248394;6948010;6940099
250519321;6948144;6954481
250551238;6948144;6955164
250385835;6948144;6951436
250504767;6948144;6954191
250533772;6948144;6954808
250321040;6948144;6949857
250279771;6948144;6948816
250544822;6948144;6955014
250564275;6948144;6955431
250295937;6948144;6949210
250567956;6948144;6950981
250395930;6948144;6951639
250401801;6948144;6951781
250526137;6948144;6954648
250459665;6948144;6953066
250467401;6948144;6953347
250262783;6948166;6948542
250280251;6948169;6948914
250251664;6948202;6948303
250256145;6948202;6948409
250261121;6948234;6947533
250251582;6948257;6947523
250265150;6948257;6948505
250251248;6948257;6947958
250251663;6948303;6948202
250278074;6948317;6948897
250253765;6948353;5752370
250256144;6948409;6948202
250283951;6948411;6949009
250256684;6948423;6688873
250260468;6948439;6948494
250258650;6948445;6947352
250260469;6948494;6948439
250265151;6948505;6948257
250262784;6948542;6948166
250358770;6948642;6950807
250296638;6948663;6949356
250268289;6948670;6947872
250279772;6948816;6948144
250294639;6948897;6949303
250278073;6948897;6948317
250280250;6948914;6948169
250285110;6948960;6949063
250289268;6948960;6949153
250290496;6948960;6949189
250288385;6948960;6949130
250283952;6949009;6948411
250285109;6949063;6948960
250294827;6949088;6949309
250293244;6949088;6949265
250296180;6949088;6949344
250291763;6949088;6949225
250297813;6949088;6949392
250288384;6949130;6948960
250305887;6949136;6949474
250289267;6949153;6948960
250290495;6949189;6948960
250295938;6949210;6948144
250291762;6949225;6949088
250293243;6949265;6949088
250294638;6949303;6948897
250294826;6949309;6949088
250296179;6949344;6949088
250296637;6949356;6948663
250300323;6949374;6949435
250297812;6949392;6949088
250298499;6949392;6949407
250298498;6949407;6949392
250300322;6949435;6949374
250300275;6949444;6794279
250305888;6949474;6949136
251317031;6949528;6971153
250309132;6949534;6949631
250309133;6949631;6949534
250317938;6949689;6949878
250321457;6949689;6949950
250321041;6949857;6948144
250317937;6949878;6949689
250334563;6949908;6950296
250321456;6949950;6949689
250334199;6949997;6950269
250329628;6950128;6950135
250329627;6950135;6950128
250334200;6950269;6949997
250336132;6950283;6950325
250341935;6950283;6950472
250334562;6950296;6949908
250336131;6950325;6950283
250347492;6950456;6950604
250341934;6950472;6950283
250347647;6950525;6947352
250351416;6950569;6950692
250348942;6950569;6950634
250354731;6950604;6950775
250347491;6950604;6950456
250348941;6950634;6950569
250351415;6950692;6950569
250358634;6950736;6950847
250354730;6950775;6950604
250363495;6950793;6947182
250358771;6950807;6948642
250358633;6950847;6950736
250376244;6950901;6951256
250372455;6950901;6951166
250378718;6950901;6951308
250380133;6950901;6951345
250374478;6950901;6951222
250382038;6950901;6951390
250364023;6950933;6950953
250364022;6950953;6950933
250567957;6950981;6948144
250372454;6951166;6950901
250374477;6951222;6950901
250376243;6951256;6950901
250382279;6951290;6951362
250378717;6951308;6950901
250380132;6951345;6950901
250382278;6951362;6951290
250387629;6951362;6951432
250382037;6951390;6950901
250387630;6951432;6951362
250385836;6951436;6948144
250389698;6951485;6947182
265499332;6951534;7257924
250395931;6951639;6948144
250401802;6951781;6948144
250400095;6951793;6951813
250400362;6951813;6951825
250400094;6951813;6951793
250400534;6951825;6951829
250400361;6951825;6951813
250402579;6951829;6951869
250400533;6951829;6951825
250402578;6951869;6951829
250402952;6951869;6951882
250403096;6951882;6951887
250402951;6951882;6951869
250403095;6951887;6951882
250405577;6951887;6951965
250415155;6951957;6947182
250405576;6951965;6951887
250406655;6951965;6951997
250406654;6951997;6951965
250481333;6952094;6952166
250469658;6952118;6952236
250469755;6952138;6952236
250469969;6952163;6952236
250481334;6952166;6952094
250470099;6952169;6952236
250469657;6952236;6952118
250470098;6952236;6952169
250469754;6952236;6952138
250469968;6952236;6952163
250419309;6952264;6952312
250420176;6952295;6952328
250431530;6952307;6952340
250431669;6952307;6952339
250421676;6952312;6952364
250419308;6952312;6952264
250420175;6952328;6952295
250423649;6952329;6947182
250431670;6952339;6952307
250431531;6952340;6952307
250421675;6952364;6952312
250424759;6952417;6937350
250428762;6952427;6947352
250427333;6952477;6924754
250428510;6952508;6925301
250430139;6952550;6918699
250443820;6952632;6952856
250446859;6952632;6952896
250457473;6952655;6953170
250445680;6952810;6952888
250443819;6952856;6952632
250445679;6952888;6952810
250446858;6952896;6952632
250456767;6952900;6953105
250461325;6953005;6953270
250459666;6953066;6948144
250480772;6953101;6953133
250456766;6953105;6952900
250455829;6953118;6953128
250455828;6953128;6953118
250480773;6953133;6953101
250463272;6953150;6953296
250476877;6953170;6953634
250457472;6953170;6952655
250461324;6953270;6953005
250463271;6953296;6953150
250467402;6953347;6948144
250513790;6953411;6954396
250476876;6953634;6953170
250495491;6953702;6954041
250495490;6954041;6953702
250504768;6954191;6948144
250516649;6954202;6954505
274628539;6954265;7440390
274772772;6954265;7443366
250513789;6954396;6953411
250519322;6954481;6948144
250516648;6954505;6954202
311449493;6954599;8182957
250526363;6954644;6954685
250526138;6954648;6948144
250545424;6954676;6955094
250526362;6954685;6954644
250533773;6954808;6948144
250589342;6954884;6955979
250542707;6955013;6955039
250544823;6955014;6948144
250544477;6955039;6955071
250542706;6955039;6955013
250544476;6955071;6955039
250545423;6955094;6954676
250553901;6955146;6955266
250551239;6955164;6948144
250552761;6955206;6955241
250552760;6955241;6955206
250554684;6955266;6955280
250553900;6955266;6955146
250555296;6955280;6955292
250554683;6955280;6955266
250555295;6955292;6955280
250564276;6955431;6948144
250563206;6955450;6955475
250563205;6955475;6955450
250573087;6955507;6955698
250573086;6955698;6955507
250585409;6955846;6955940
250585407;6955940;6955846
250586058;6955940;6955952
250586057;6955952;6955940
250588267;6955952;6955997
250589343;6955979;6954884
250588612;6955997;6956007
250588266;6955997;6955952
250591841;6956007;6956063
250588611;6956007;6955997
250593959;6956063;6956115
250591840;6956063;6956007
250605607;6956076;6956386
250593958;6956115;6956063
250605606;6956386;6956076
250610515;6956504;6863494
250617773;6956637;6956648
250617772;6956648;6956637
250657409;6956696;6957476
250626416;6956746;6956823
250626443;6956779;6956825
250626415;6956823;6956746
250626442;6956825;6956779
250633839;6956938;6956970
250633840;6956970;6956938
250642332;6957101;6957158
250642331;6957158;6957101
250642849;6957158;6957170
250643957;6957170;6957188
250642848;6957170;6957158
250644094;6957188;6957195
250643956;6957188;6957170
250644093;6957195;6957188
250645061;6957195;6957218
250646793;6957218;6957262
250645060;6957218;6957195
250646792;6957262;6957218
250656918;6957391;6957462
250656917;6957462;6957391
250657408;6957476;6956696
250664200;6957508;6957594
250664201;6957594;6957508
250676141;6957635;6957850
250671863;6957664;6957764
250669355;6957664;6957720
250669354;6957720;6957664
250671862;6957764;6957664
250682104;6957848;6957991
250676140;6957850;6957635
250683451;6957893;6957999
250679703;6957893;6957920
250679702;6957920;6957893
250687445;6957991;6958108
250682103;6957991;6957848
250685976;6957991;6958082
250683452;6957999;6957893
250685960;6958048;6958081
250685959;6958081;6958048
250685975;6958082;6957991
250687444;6958108;6957991
250701178;6958178;6958196
250701177;6958196;6958178
250718176;6958471;5276868
250718375;6958472;6432453
250720791;6958516;6958528
250720790;6958528;6958516
250722215;6958552;6958566
250722214;6958566;6958552
250738423;6958841;6958904
250738422;6958904;6958841
250756758;6958907;6959144
250757079;6959056;6959237
250750892;6959056;6959147
250765079;6959142;6959410
250756759;6959144;6958907
250750891;6959147;6959056
250757078;6959237;6959056
250760996;6959329;6113816
250765078;6959410;6959142
250778670;6959445;6959706
250770391;6959445;6959507
250770390;6959507;6959445
250782372;6959521;6959783
250797337;6959521;6960115
250778669;6959706;6959445
250782371;6959783;6959521
250822497;6959980;6960695
250797336;6960115;6959521
250806496;6960163;6960330
250836042;6960235;6960355
250835730;6960273;6960355
250806495;6960330;6960163
250835729;6960355;6960273
250836041;6960355;6960235
250817716;6960480;6960601
250838574;6960508;6961025
250875013;6960546;6960695
250823114;6960552;6960711
250817715;6960601;6960480
250875012;6960695;6960546
250822496;6960695;6959980
250824511;6960707;6960745
250823113;6960711;6960552
250824510;6960745;6960707
250826047;6960745;6960783
250826046;6960783;6960745
250838573;6961025;6960508
250994088;6961277;6964540
250874467;6961277;6847909
250937607;6961277;6963396
251033353;6961277;6965281
250958030;6961277;6962256
250958263;6961277;6962482
251110314;6961277;6966839
251112956;6961277;6881565
250930867;6961277;6963194
250997753;6961277;6964734
251079293;6961277;6965900
250958140;6961277;6962382
250957035;6961277;6963766
250956660;6961277;6963564
251112369;6961277;6880334
250889773;6961504;6962274
250905466;6961527;6962654
250872194;6961725;6961850
250874159;6961774;6961904
250870894;6961774;6961818
250870893;6961818;6961774
250872193;6961850;6961725
250875376;6961850;6961934
250874158;6961904;6961774
250875375;6961934;6961850
250875590;6961934;6961940
250875589;6961940;6961934
250884484;6961987;6962134
250894748;6962110;6962405
250884483;6962134;6961987
250898313;6962141;6962487
250890130;6962141;6962288
250958031;6962256;6961277
250890410;6962274;6962292
250889772;6962274;6961504
250890129;6962288;6962141
250890409;6962292;6962274
250893882;6962292;6962379
250893881;6962379;6962292
250894381;6962379;6962391
250958141;6962382;6961277
250894380;6962391;6962379
250894859;6962391;6962408
250894747;6962405;6962110
250895491;6962408;6962419
250894858;6962408;6962391
250895490;6962419;6962408
250958264;6962482;6961277
250898312;6962487;6962141
250905932;6962605;6962663
250910611;6962605;6962766
250905465;6962654;6961527
250915319;6962654;6962870
250905931;6962663;6962605
250910610;6962766;6962605
250915318;6962870;6962654
250945452;6963036;6963466
251076658;6963036;6966441
251142604;6963036;6967734
250944713;6963036;6963417
251017925;6963036;6965180
250968133;6963036;6963889
251108674;6963036;6967030
250985141;6963036;6964432
250940415;6963081;6963457
250932655;6963115;6963282
250997786;6963150;6963487
250944993;6963194;6963564
250930868;6963194;6961277
250932654;6963282;6963115
250934736;6963282;6963338
250943415;6963330;6963526
250934735;6963338;6963282
250937608;6963396;6961277
250944714;6963417;6963036
250940414;6963457;6963081
250945453;6963466;6963036
250997785;6963487;6963150
250943414;6963526;6963330
250961087;6963526;6963931
250951148;6963526;6963699
250956661;6963564;6961277
250944992;6963564;6963194
250963931;6963696;6963996
250951147;6963699;6963526
250955089;6963734;6963789
250957036;6963766;6961277
250955088;6963789;6963734
250968134;6963889;6963036
250961086;6963931;6963526
250963930;6963996;6963696
252165516;6964002;6989449
250982552;6964428;6964455
250985142;6964432;6963036
250982551;6964455;6964428
250994089;6964540;6961277
250992149;6964628;6964652
251009635;6964641;6965021
250992148;6964652;6964628
250996055;6964722;6964746
251001110;6964733;6964863
250997754;6964734;6961277
250996054;6964746;6964722
251005574;6964863;6964947
251001109;6964863;6964733
251006898;6964900;6964972
251008171;6964947;6964999
251005573;6964947;6964863
251006897;6964972;6964900
251008170;6964999;6964947
251009634;6965021;6964641
251017926;6965180;6963036
251020589;6965226;6965266
251024122;6965266;6965352
251020588;6965266;6965226
251033354;6965281;6961277
251034032;6965326;6965484
251034374;6965326;6965365
251024121;6965352;6965266
251031734;6965352;6965494
251036585;6965364;6965615
251034375;6965365;6965326
251031377;6965468;6965486
251034033;6965484;6965326
251031376;6965486;6965468
251033082;6965494;6965527
251031733;6965494;6965352
251033081;6965527;6965494
251036584;6965615;6965364
251047611;6965831;6965864
251047610;6965864;6965831
251057742;6965865;6966087
251070939;6965875;6966374
251095553;6965875;6966866
251079294;6965900;6961277
256633507;6965900;7076288
251051204;6965947;6965977
251060035;6965976;6966118
251051203;6965977;6965947
251057741;6966087;6965865
251060036;6966118;6965976
251070221;6966222;6966358
251067366;6966222;6966294
251067365;6966294;6966222
251070220;6966358;6966222
251070938;6966374;6965875
251074047;6966411;6966447
251076659;6966441;6963036
251074046;6966447;6966411
251079370;6966447;6966546
251079369;6966546;6966447
251081708;6966546;6966593
251083443;6966587;6966628
251082345;6966593;6966603
251081707;6966593;6966546
251084251;6966603;6966650
251082344;6966603;6966593
251087389;6966617;6966698
251083442;6966628;6966587
251101870;6966634;6966737
251084689;6966650;6966657
251084250;6966650;6966603
251084688;6966657;6966650
251092842;6966693;6966808
251087388;6966698;6966617
251101869;6966737;6966634
251102082;6966737;6966883
251092843;6966808;6966693
251095121;6966833;6966858
251110315;6966839;6961277
251095120;6966858;6966833
251095552;6966866;6965875
251102083;6966883;6966737
251112434;6966890;6967211
251108675;6967030;6963036
251112435;6967211;6966890
251143558;6967326;6967436
251154980;6967326;6968109
251143559;6967436;6967326
251134168;6967532;6967682
251136255;6967648;6967682
251134167;6967682;6967532
251136254;6967682;6967648
251138130;6967730;6967761
251142605;6967734;6963036
251138129;6967761;6967730
251146731;6967857;6967940
251144934;6967857;6967904
251167810;6967902;6968311
251149155;6967902;6967981
251144933;6967904;6967857
251146730;6967940;6967857
251150507;6967977;6968007
251149154;6967981;6967902
251335482;6967989;6968075
251151411;6968007;6968034
251150506;6968007;6967977
251151410;6968034;6968007
251153949;6968042;6968099
251155152;6968074;6968116
251335409;6968075;6971482
251335481;6968075;6967989
251153948;6968099;6968042
251154981;6968109;6967326
251155151;6968116;6968074
251165690;6968258;6968326
251167811;6968311;6967902
251165689;6968326;6968258
251184084;6968351;6968719
251170069;6968351;6968443
251182066;6968356;6968741
251189194;6968412;6968720
251170070;6968443;6968351
253621205;6968443;7020409
251186588;6968502;6968832
251184189;6968544;6968783
251185585;6968544;6968808
251182282;6968573;6968742
251180337;6968643;6968709
251181706;6968679;6968732
251182924;6968679;6968750
251182439;6968709;6968744
251180336;6968709;6968643
251184085;6968719;6968351
251189195;6968720;6968412
251181705;6968732;6968679
251184709;6968740;6968773
251182065;6968741;6968356
251190831;6968741;6968928
251182281;6968742;6968573
251182491;6968742;6968745
251182438;6968744;6968709
251182490;6968745;6968742
251182693;6968745;6968748
251182692;6968748;6968745
251183039;6968748;6968752
251182923;6968750;6968679
251183509;6968752;6968767
251183038;6968752;6968748
251183508;6968767;6968752
251183869;6968767;6968779
251184708;6968773;6968740
251183868;6968779;6968767
251184188;6968783;6968544
251187062;6968806;6968832
251185584;6968808;6968544
251186587;6968832;6968502
251187061;6968832;6968806
251190830;6968928;6968741
251372429;6969216;6972354
251334885;6969216;6971441
251244004;6969216;6969554
251337502;6969216;6971623
251270278;6969216;6970069
251232890;6969339;6969374
251232889;6969374;6969339
251240720;6969437;6969537
259801463;6969503;7143036
251250448;6969518;6969745
251242480;6969518;6969583
251240719;6969537;6969437
251244005;6969554;6969216
251242479;6969583;6969518
251245388;6969636;6969652
251245387;6969652;6969636
251250447;6969745;6969518
251259303;6969791;6969867
251273760;6969845;6970121
251290247;6969845;6970423
251378027;6969845;6972576
251390383;6969845;6972848
251314503;6969845;6970988
251403926;6969845;6973163
251334036;6969845;6971416
251259304;6969867;6969791
251460413;6969882;6974428
251454291;6969882;6974110
251279645;6970042;6970280
251267615;6970042;6881932
251270279;6970069;6969216
251269242;6970079;6644775
251273761;6970121;6969845
251279644;6970280;6970042
251290248;6970423;6969845
251294573;6970558;6970605
251294572;6970605;6970558
251300883;6970613;6970765
251298337;6970665;6970715
251298336;6970715;6970665
251303142;6970758;6970820
251300882;6970765;6970613
251303141;6970820;6970758
251308660;6970879;6970938
251307149;6970879;6970905
251307148;6970905;6970879
251308659;6970938;6970879
251325809;6970962;6971360
251322892;6970962;6971280
251331632;6970962;6971490
251324909;6970962;6971338
251330654;6970962;6971465
251329268;6970962;6971435
251314504;6970988;6969845
251334191;6970994;6971552
251319324;6971004;6971207
251317030;6971153;6949528
251319323;6971207;6971004
251322150;6971264;6522299
251322891;6971280;6970962
251327296;6971287;6971394
251323640;6971308;6818561
251362555;6971313;6972206
251335918;6971329;6971595
251329042;6971329;6971429
251326978;6971330;6971386
251324908;6971338;6970962
251325264;6971347;5937512
251325808;6971360;6970962
251326977;6971386;6971330
251327295;6971394;6971287
251334037;6971416;6969845
251329041;6971429;6971329
251329267;6971435;6970962
251334886;6971441;6969216
251330653;6971465;6970962
251332611;6971470;6971503
251335410;6971482;6968075
251331631;6971490;6970962
251337424;6971499;6971638
251339026;6971499;6971676
251332610;6971503;6971470
251334190;6971552;6970994
251335917;6971595;6971329
251339898;6971597;6971682
251337503;6971623;6969216
251337423;6971638;6971499
251339025;6971676;6971499
251339897;6971682;6971597
251366831;6971726;6972314
252235987;6971765;6990835
251348508;6971824;6971875
251424802;6971824;6971963
251352578;6971875;6971963
251348507;6971875;6971824
251359030;6971961;6972071
251424803;6971963;6971824
251352577;6971963;6971875
251353092;6971981;6028860
251359029;6972071;6971961
251403518;6972101;6973180
251370800;6972106;6972404
251362554;6972206;6971313
251366541;6972252;6972279
251366540;6972279;6972252
251408993;6972309;6972429
251366830;6972314;6971726
251372430;6972354;6969216
251370799;6972404;6972106
251408992;6972429;6972309
251378028;6972576;6969845
251435471;6972754;6973890
251390384;6972848;6969845
251393313;6972891;6972957
251396584;6972891;6973031
251393312;6972957;6972891
251395600;6972962;6973012
251400017;6972962;6973101
251395599;6973012;6972962
251396583;6973031;6972891
251400016;6973101;6972962
251709736;6973127;6973396
251403927;6973163;6969845
251403517;6973180;6972101
251410952;6973227;6973362
251406879;6973227;6973268
251406878;6973268;6973227
251410951;6973362;6973227
251419397;6973365;6973443
251420545;6973369;6973543
251413540;6973384;6973398
251709737;6973396;6973127
251413539;6973398;6973384
251499148;6973399;6975319
251499282;6973427;6975319
251419396;6973443;6973365
251420331;6973471;6973543
251420980;6973539;6973570
251420544;6973543;6973369
251420330;6973543;6973471
251420979;6973570;6973539
251437135;6973890;6973934
251435470;6973890;6972754
251437890;6973934;6973953
251437134;6973934;6973890
251438508;6973953;6973968
251437889;6973953;6973934
251438507;6973968;6973953
251454292;6974110;6969882
251456348;6974336;6974390
251455078;6974336;6974357
251455077;6974357;6974336
251456347;6974390;6974336
251460414;6974428;6969882
251471234;6974504;6974753
251476567;6974556;6974861
251469111;6974584;6974704
251469110;6974704;6974584
251471233;6974753;6974504
251476566;6974861;6974556
251486856;6974861;6975071
251494320;6974959;6975239
251489653;6974969;6975014
251490100;6974969;6975107
251489654;6975014;6974969
251488259;6975014;6975107
251486855;6975071;6974861
251490101;6975107;6974969
251488258;6975107;6975014
251506112;6975205;6975529
251494319;6975239;6974959
251499147;6975319;6973399
251499281;6975319;6973427
251509840;6975435;6975469
251518787;6975435;6975725
251509841;6975469;6975435
251506111;6975529;6975205
251517759;6975603;6975787
251519672;6975658;6975828
251543270;6975658;6976314
251518788;6975725;6975435
251517758;6975787;6975603
251519671;6975828;6975658
251524572;6975867;6975909
251524571;6975909;6975867
251583569;6975948;6976184
251534260;6976045;6976128
251532703;6976045;6976094
251532702;6976094;6976045
251534259;6976128;6976045
251542796;6976154;6976305
251664279;6976167;6978765
251583570;6976184;6975948
251549540;6976201;6976437
251539727;6976204;6976248
251556193;6976239;6976546
251539726;6976248;6976204
251542111;6976289;6373088
251545251;6976300;6976368
251550997;6976305;6976474
251542795;6976305;6976154
251543269;6976314;6975658
251617945;6976319;6977095
251617302;6976319;6977116
251545250;6976368;6976300
251556866;6976437;6976476
251549539;6976437;6976201
251559196;6976474;6976627
251550996;6976474;6976305
251556867;6976476;6976437
251556658;6976519;6976580
251559406;6976519;6976634
251597993;6976546;6977399
251578101;6976546;6976909
251556194;6976546;6976239
251556657;6976580;6976519
251570141;6976627;6976860
251559195;6976627;6976474
251559405;6976634;6976519
291645832;6976757;7774166
251574006;6976781;6976941
251570140;6976860;6976627
251578427;6976860;6977029
251578102;6976909;6976546
251574005;6976941;6976781
251574688;6976941;6976950
251574687;6976950;6976941
251575479;6976950;6976965
251576035;6976965;6976975
251575478;6976965;6976950
251576034;6976975;6976965
251588867;6977029;6977256
251578426;6977029;6976860
252964740;6977073;7006150
251586720;6977075;6977161
251619012;6977095;6977116
251617946;6977095;6976319
251617303;6977116;6976319
251619011;6977116;6977095
251583500;6977130;6977147
251583499;6977147;6977130
251586721;6977161;6977075
251614016;6977181;6977764
251594916;6977224;6977371
251603011;6977233;6977323
251606278;6977233;6977290
251596013;6977256;6977414
251588866;6977256;6977029
251590916;6977257;6977282
251590915;6977282;6977257
251594424;6977287;6977371
251606277;6977290;6977233
251606641;6977290;6977323
251609852;6977299;6977697
251594607;6977316;6977375
251597280;6977316;6977444
251603432;6977317;6977554
251596243;6977317;6977422
251603012;6977323;6977233
251606642;6977323;6977290
251594423;6977371;6977287
251594915;6977371;6977224
251598731;6977375;6977470
251594606;6977375;6977316
251596514;6977387;6977425
251597994;6977399;6976546
257994350;6977408;7106552
251602495;6977414;6977537
251596012;6977414;6977256
251596242;6977422;6977317
251596513;6977425;6977387
251597279;6977444;6977316
251598730;6977470;6977375
251611509;6977537;6977715
251602494;6977537;6977414
251603431;6977554;6977317
251609851;6977697;6977299
251611508;6977715;6977537
251614017;6977764;6977181
251732735;6977774;6979846
251733043;6977774;6979853
257991199;6977814;7106483
251672648;6977841;6978130
251622234;6977910;6977949
251622233;6977949;6977910
251632392;6978108;6978156
251672649;6978130;6977841
251632391;6978156;6978108
251785820;6978180;6978247
251785986;6978180;6978203
251637165;6978203;6978247
251785987;6978203;6978180
251785821;6978247;6978180
251637164;6978247;6978203
251647303;6978267;6978434
251648990;6978425;6978465
251653051;6978425;6978552
251647780;6978434;6978442
251647302;6978434;6978267
251648212;6978442;6978449
251647779;6978442;6978434
251648211;6978449;6978442
251648835;6978449;6978459
251648834;6978459;6978449
251649260;6978459;6978470
251648989;6978465;6978425
251649259;6978470;6978459
251649805;6978470;6978484
251649804;6978484;6978470
251653050;6978552;6978425
251671863;6978713;6978735
251665964;6978733;6978782
251671864;6978735;6978713
251672009;6978745;6978913
251664278;6978765;6976167
251665965;6978782;6978733
287599212;6978890;7698030
251672434;6978911;6978928
251673116;6978911;6978940
251672008;6978913;6978745
251672433;6978928;6978911
251673115;6978940;6978911
251683414;6979112;6979155
251683657;6979155;6979160
251683413;6979155;6979112
251683656;6979160;6979155
251690764;6979209;6979316
251690214;6979209;6979307
251690213;6979307;6979209
251690763;6979316;6979209
251704039;6979578;6979587
251704040;6979587;6979578
251716593;6979617;6979622
251716142;6979617;6979619
251716141;6979619;6979617
251716592;6979622;6979617
251730991;6979653;6979792
251730905;6979671;6979792
251730904;6979792;6979671
251730990;6979792;6979653
251753171;6979815;6980266
251732734;6979846;6977774
251733042;6979853;6977774
251737586;6979866;6979949
